"TITLE"	"SUMMARY"	"URL"	"change"
"6 Charts to Explain This Earnings Seasons"	"Corporate profits got a big lift in the first three months of the year. Here are six charts that explain what's going on."	"http://finance.yahoo.com/r/0f66e1d8-3e86-3f49-8658-b0d3d1d3daf7/6-charts-to-explain-this-earnings-seasons?mod=yahoo_hs&yptr=yahoo&.tsrc=rss"	"N"
"Tesla could be the next Amazon, says Gene Munster"	"Despite Amazon shares nearing the $1,000 milestone on Thursday, the investor says he likes Tesla better."	"http://finance.yahoo.com/r/2a8a8fd3-504f-34bd-ac72-7e4cdf29c659/104494645?__source=yahoo%7Cfinance%7Cheadline%7Cheadline%7Cstory&par=yahoo&doc=104494645&yptr=yahoo&.tsrc=rss"	"N"
"Why Royal Dutch Shell PLC Could Be a Gold Mine for Income Investors"	"Time arbitrage has created an opportunity for a fat yield with this oil giant. To take advantage, you need to act soon."	"http://finance.yahoo.com/r/63b347b5-c142-35e7-adb7-abff945c6998/why-royal-dutch-shell-plc-could-be-a-gold-mine-for.aspx?yptr=yahoo&.tsrc=rss"	"N"
"Oil stocks after OPEC keeps production steady"	"OPEC announcing a plan to hold production steady. A month later Spectra, Valero, and Exxon tend to outperform, while crude falls."	"https://finance.yahoo.com/video/oil-stocks-opec-keeps-production-134200793.html?.tsrc=rss"	"N"
"Exxon Mobil Corp. :XOM-US: Earnings Analysis: Q1, 2017 By the Numbers : May 30, 2017"	"Categories:  Yahoo FinanceGet free summary analysis Exxon Mobil Corp. reports financial results for the quarter ended March 31, 2017. We analyze the earnings along side the following peers of Exxon Mobil Corp. <U+393C><U+3E36> Chevron Corporation, ConocoPhillips, Total SA Sponsored ADR Class B, BP p.l.c. Sponsored ADR, Phillips 66, Hess Corporation, Occidental Petroleum Corporation, HollyFrontier Corporation, Honeywell International ... Read more <b>(Read more...)</b>"	"http://finance.yahoo.com/r/124d71c9-7fc6-33a2-bcdd-9dd1fd58ef74/exxon-mobil-corp-xom-us-earnings-analysis-q1-2017-by-the-numbers-may-30-2017?yptr=yahoo&.tsrc=rss"	"N"
"Imperial Oil Limited (IMO) Ex-Dividend Date Scheduled for May 31, 2017"	"Imperial Oil Limited IMO will begin trading ex dividend on May 31 2017 A cash dividend payment of 0 117 per share is scheduled to be paid on July 01 2017 Shareholders who purchased IMO prior to the ex dividend date are eligible for the cash dividend payment This represents an 2"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/OjtoiCP112k/imperial-oil-limited-imo-ex-dividend-date-scheduled-for-may-31-2017-cm796045"	"N"
"Exxon Facing Off With Shareholders in Climate Showdown"	"This week will be a public trial by fire for new Exxon Mobil Corp. CEO Darren Woods."	"http://finance.yahoo.com/r/f98157ed-8f15-3a8d-a9b5-e6a45515c486/exxon-squares-off-with-shareholders-in-annual-climate-showdown?utm_source=yahoo&utm_medium=bd&utm_campaign=headline&cmpId=yhoo.headline&yptr=yahoo&.tsrc=rss"	"N"
"Why Royal Dutch Shell PLC Could Be a Gold Mine for Income Investors"	"Royal Dutch Shell PLC NYSE RDS A NYSE RDS B is one of a small number of global giants in the oil and natural gas industry It s also one of the best income plays in the space sporting a dividend yield of around 6 7 Even if the outlook for the integrated oil and gas industry"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/oiJ0YEvPBPY/why-royal-dutch-shell-plc-could-be-a-gold-mine-for-income-investors-cm796094"	"N"
"Why Wednesday May Be One of the Biggest Days Ever for Uber"	"ExxonMobil and Uber should be on your radar screen."	"http://finance.yahoo.com/r/a55e1961-d750-32ac-a178-51dd1c04433a/why-wednesday-may-be-one-of-the-biggest-days-ever-for-uber.html?puc=yahoo&cm_ven=YAHOO&yptr=yahoo&.tsrc=rss"	"N"
"Ras Laffan Liquefied Natural Gas Co.Ltd (II) -- Moody's downgrades Qatari project finance ratings; changes outlook to stable"	"Rating Action: Moody's downgrades Qatari project finance ratings; changes outlook to stable. Global Credit Research- 30 May 2017. London, 30 May 2017-- Moody's Investors Service, has today downgraded the ..."	"http://finance.yahoo.com/r/f3fbaa66-d467-30ee-b0bb-c7ab10408e1c/viewresearchdoc.aspx?docid=PR_367084&WT.mc_id=AM~WWFob29fRmluYW5jZV9TQl9SYXRpbmcgTmV3c19BbGxfRW5n~20170530_PR_367084&yptr=yahoo&.tsrc=rss"	"N"
"ExxonMobil is about to face the financial might of its shareholders asking about climate change"	"Update: On Wednesday, shareholders voted in favor of the resolution. Read more. For ExxonMobil, climate change has become that annoying friend who crashes every party and gets all the attention. The latest party spoiled is Exxon<U+393C><U+3E32>s 2017 annual general meeting, where today (May 31) shareholders will vote on a resolution to ask the oil giant<U+383C><U+3E35>"	"http://finance.yahoo.com/r/7991f206-f677-3cba-8df8-d3918ac1ea42/the-bane-of-the-public-company-even-exxon-mobil-is-being-forced-to-fess-up-on-climate-change?utm_source=YPL&yptr=yahoo&.tsrc=rss"	"N"
"Close Update: S&P, Nasdaq Snap 7-Day Winning Streaks as Energy and Financials Decline"	"Wall Street slipped on Tuesday with the S amp P 500 and the Nasdaq Composite ending seven straight days of gains as investors returned from the Memorial Day long weekend to declines in energy and financial stocks which overshadowed gains in the technology and telecom sectors Wall Street"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/uF2-878qrAk/close-update-sp-nasdaq-snap-7-day-winning-streaks-as-energy-and-financials-decline-cm796472"	"N"
"Exxon steps up efforts to sway shareholders on climate-report vote"	"HOUSTON/BOSTON, May 31 (Reuters) - Exxon Mobil Corp  has stepped up efforts to persuade  investors to vote against  climate-related proposals at Wednesday's annual meeting with a  campaign of calling, writing and lobbying shareholders in  person.  The world's largest publicly traded oil company opposes a  proposal requiring it to report on the risks to its business  from new technologies and global climate change policies,  insisting it already provides the information.  The business-impact issue  is central to lawsuits by two state attorneys general alleging  Exxon soft-peddled the risks to consumers and shareholders."	"https://finance.yahoo.com/news/exxon-steps-efforts-sway-shareholders-040100350.html?.tsrc=rss"	"N"
"Noteworthy ETF Inflows: VTI, FB, XOM, JNJ"	"Looking today at week over week shares outstanding changes among the universe of ETFs covered at ETF Channel one standout is the Vanguard Total Stock Market ETF Symbol VTI where we have detected an approximate 125 8 million dollar inflow that s a 0 2 increase week over week"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/u1QGiOuCUh0/noteworthy-etf-inflows-vti-fb-xom-jnj-cm796329"	"N"
"Suncor Energy  Inc. (SU) Ex-Dividend Date Scheduled for June 01, 2017"	"Suncor Energy Inc SU will begin trading ex dividend on June 01 2017 A cash dividend payment of 0 234 per share is scheduled to be paid on June 26 2017 Shareholders who purchased SU prior to the ex dividend date are eligible for the cash dividend payment This represents an 2 9"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/5S36tFGdv6w/suncor-energy-inc-su-ex-dividend-date-scheduled-for-june-01-2017-cm796683"	"N"
"Showdown Between Exxon And State AGs Has Big Implications For Corporate America"	"As Exxon holds its annual meeting, a legal battle looms over whether the company disclosed to investors what it knew about climate change. An investigation by the New York and Connecticut attorneys general could be a turning point for state influence over corporate abuse."	"http://finance.yahoo.com/r/c21208f3-bb9e-3380-973e-4157e54a5633/showdown-between-exxon-and-state-ags-has-big-implications-for-corporate-america?utm_source=yahoo&utm_medium=partner&utm_campaign=yahootix&partner=yahootix&yptr=yahoo&.tsrc=rss"	"N"
"Litterman: U.S. Exiting Paris Deal Makes No Sense"	"May.31 -- Bob Litterman, Risk Committee chairman at Kepos Capital, discusses a report that President Donald Trump will exit the Paris climate agreement and looks at how oil companies can make money in a low-carbon economy. He speaks on &quot;Bloomberg Daybreak: Americas.&quot;"	"https://finance.yahoo.com/video/litterman-u-exiting-paris-deal-124322086.html?.tsrc=rss"	"N"
"Oil Markets Worry OPEC Has No Exit Strategy"	"Oil prices fell slightly on Monday as analysts worry about the long-term implications of the OPEC output cut deal, fearing that OPEC does not have an exit strategy"	"https://finance.yahoo.com/news/oil-markets-worry-opec-no-193000083.html?.tsrc=rss"	"N"
"Exxon Investors to Company: Make Climate Curb Fallout Public"	"Exxon Mobil Corp. investors, in a split with the company, urged the explorer to publish a detailed analysis on how carbon curbs could affect the value of its oil fields, refineries and pipelines."	"http://finance.yahoo.com/r/47966b9b-a29f-3118-b7c8-cc3efe0a3c51/exxon-ceo-sees-crude-oil-surviving-paris-driven-carbon-limits?utm_source=yahoo&utm_medium=bd&utm_campaign=headline&cmpId=yhoo.headline&yptr=yahoo&.tsrc=rss"	"N"
"Exxon Mobil Corporation (XOM) Stock Remains in Play for Income Investors"	"InvestorPlace Stock Market News Stock Advice amp Trading Tips The assumption of many investors is that as oil goes so goes the stock of Exxon Mobil Corporation 160 NYSE XOM But that s not true at least not so far in 2017 Source Mike Mozart via Flickr Modified"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/XxIJj0DtzJ4/exxon-mobil-corporation-xom-stock-remains-in-play-for-income-investors-cm796477"	"N"
"Exxon CEO Sees Crude Oil Surviving Paris-Driven Carbon Limits"	"Oil demand will continue to grow in coming decades even as nations around the world restrict greenhouse-gas emissions to counter climate change, said Exxon Mobil Corp. CEO Darren Woods."	"https://finance.yahoo.com/news/exxon-ceo-sees-crude-oil-152118779.html?.tsrc=rss"	"N"
"2 ETFs On Breakout Watch Hold Buffett Dividend Stocks"	"The market s back in a confirmed uptrend which raises the potential for more successful breakouts by stocks and ETFs alike Today we ll highlight two dividend plays that may soon be ripe for the picking First up is iShares Core Dividend Growth DGRO which tracks the"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/JU4c2nVhalg/2-etfs-on-breakout-watch-hold-buffett-dividend-stocks-cm796702"	"N"
"Why I Bought Apache Stock Instead of ExxonMobil"	"Big ExxonMobil is the top stock in the industry, with unmatched performance and good prospects for growth. So, why did I buy tiny Apache instead?"	"http://finance.yahoo.com/r/7ef9bd7c-b752-3810-ad71-0d3ac7ec33b6/why-i-bought-apache-stock-instead-of-exxonmobil.aspx?yptr=yahoo&.tsrc=rss"	"N"
"Exxon steps up efforts to sway shareholders on climate-report vote"	"HOUSTON/BOSTON, May 31 (Reuters) - Exxon Mobil Corp  has stepped up efforts to persuade  investors to vote against  climate-related proposals at Wednesday's annual meeting with a  campaign of calling, writing and lobbying shareholders in  person.  The world's largest publicly traded oil company opposes a  proposal requiring it to report on the risks to its business  from new technologies and global climate change policies,  insisting it already provides the information.  The business-impact issue  is central to lawsuits by two state attorneys general alleging  Exxon soft-peddled the risks to consumers and shareholders."	"https://finance.yahoo.com/news/exxon-steps-efforts-sway-shareholders-100000164.html?.tsrc=rss"	"N"
"The 5 Best Energy Stocks for 2017"	"These energy stocks either remained profitable while oil plunged, or they acquired important assets."	"http://finance.yahoo.com/r/f024fb30-280d-3ba4-a327-64fe130618c8/energy-stocks?partner=YahooSA&yptr=yahoo&.tsrc=rss"	"N"
"If This Oil Guru Is Right, Oil Is In For A 'Sharp Move' Higher"	"Top oil investors say demand is being underestimated, and supply is being overestimated. And it's a recipe for a violent move higher in oil prices."	"http://finance.yahoo.com/r/bc5c0b57-7e40-3a2c-8d1f-352005e4363d/if-this-oil-guru-is-right-oil-is-in-for-a-sharp-move-higher?utm_source=yahoo&utm_medium=partner&utm_campaign=yahootix&partner=yahootix&yptr=yahoo&.tsrc=rss"	"N"
"Exxon Mobil Annual Meeting Of Shareholders At 10:30 AM ET"	"Exxon Mobil Annual Meeting Of Shareholders At 10:30 AM ET"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/NzK_goYT8mk/exxon-mobil-annual-meeting-of-shareholders-at-1030-am-et-20170531-00254"	"N"
"Exxon Shares Tick Lower Ahead of New CEO's First Turn in Front of Shareholders"	"Proxy adviser ISS says shareholders should vote against the company's proposed pay package and called its remuneration policy outdated and not within industry standards."	"http://finance.yahoo.com/r/9620b026-f493-31bd-b820-1e2f142352e2/exxon-executives-to-face-toughest-shareholder-meeting-in-years-over-climate-change-ceo-pay.html?puc=yahoo&cm_ven=YAHOO&yptr=yahoo&.tsrc=rss"	"N"
"5 Things You Must Know Before the Market Opens Wednesday"	"U.S. stock futures and European shares rise Wednesday despite oil prices continuing to decline."	"http://finance.yahoo.com/r/e4df7bcd-4d36-38af-ac9f-b51ddee1c971/5-things-you-must-know-before-the-market-opens-wednesday.html?puc=yahoo&cm_ven=YAHOO&yptr=yahoo&.tsrc=rss"	"N"
"Here's why oil is headed to $40: Technical analyst"	"Chris Verrone, Strategas Research Partners head of technical analysis, talks about the crude oil dips and the energy sector, which took a beating today."	"https://finance.yahoo.com/video/heres-why-oil-headed-40-210700519.html?.tsrc=rss"	"N"
"Investors press Exxon on disclosure of climate change impact"	"Disregarding the company's opposition, Exxon Mobil shareholders asked the oil giant to provide more information about the impact that climate-change policies could have on its business. The measure was ..."	"https://finance.yahoo.com/news/climate-change-among-issues-debated-134418690.html?.tsrc=rss"	"N"
"Exxon and Conoco Reiterate Support for Paris Climate Deal"	"President Donald Trump faces some unlikely opposition to the idea of pulling the U.S. out of the 2015 Paris climate accord: Exxon Mobil Corp. and ConocoPhillips, two of the world<U+393C><U+3E32>s biggest oil producers...."	"http://finance.yahoo.com/r/983a56a0-1c82-3765-9ce1-f1a9be992081/exxon-conoco-back-paris-climate-deal-as-trump-weighs-pact-exit?utm_source=yahoo&utm_medium=bd&utm_campaign=headline&cmpId=yhoo.headline&yptr=yahoo&.tsrc=rss"	"N"
"Business Highlights"	"___ Nest security camera knows who's home with Google face tech Nest Labs is adding Google's facial recognition technology to a high-resolution home-security camera, offering a glimpse of a future in which ..."	"https://finance.yahoo.com/news/business-highlights-233321962.html?.tsrc=rss"	"N"
"US stocks slide further as banks and energy companies sink"	"NEW YORK (AP) <U+0097> U.S. stock indexes edged lower for the second day in a row Wednesday as a sharp drop for banks and a rare loss for technology companies canceled out gains for drugmakers and consumer-focused companies."	"http://finance.yahoo.com/r/9735d0a8-4269-3629-a6ab-19ed39b191be/us-stocks-slide-energy-companies-fall-oil-prices-141758706--finance.html?.tsrc=rss"	"N"
"Dividend Gusher: Energy Companies Boost Payouts"	"Oil companies have boosted dividend payouts lately."	"http://finance.yahoo.com/r/78b11f8f-ce41-3aae-8726-df599c053aff/dividend-gusher-energy-companies-boost-payouts-cvx-oxy-xom?partner=YahooSA&yptr=yahoo&.tsrc=rss"	"N"
"Larry Summers: Far better for US to stay in Paris climate..."	"Former Treasury Secretary Larry Summers, Harvard University, weighs in on the possible economic impact of the U.S. withdrawing from the Paris climate accord."	"https://finance.yahoo.com/video/larry-summers-far-better-us-111200035.html?.tsrc=rss"	"N"
"Exxon vote shows Wall St diverging from Trump on climate change"	"Major investors put U.S. industry  on notice on Wednesday that climate change matters, even as  reports emerged that President Donald Trump plans to withdraw  the United States from an international pact to fight global  warming.  A number of large institutional fund firms including  BlackRock Inc, the world's largest asset manager, supported a  shareholder resolution calling on Exxon Mobil Corp to  share more information about how new technologies and climate  change regulations could impact the business of the world's  largest publicly traded oil company.  The proposal won the  support of 62.3 percent of votes cast."	"https://finance.yahoo.com/news/exxon-vote-shows-wall-st-110000058.html?.tsrc=rss"	"N"
"Funds Fire Up Real Climate Change"	"Major money managers are voting in favor of shareholder environmental resolutions."	"http://finance.yahoo.com/r/6c9f74d7-4445-3837-946e-21d1d3b36f80/funds-fire-up-real-climate-change?utm_source=yahoo&utm_medium=bd&utm_campaign=headline&cmpId=yhoo.headline&yptr=yahoo&.tsrc=rss"	"N"
"Top Market News: What Happened In Investing Today"	"By SA Editor Mike Taylor CFA BySA Editor Mike Taylor CFA Climate Deal Or Climate No Deal Climate Deal Or Climate No DealClimate Deal Or Climate No Deal 2015 Climate Conference participants Wikipedia 2015 Climate Conference participants 2015"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/MgPADII0jcM/top-market-news-what-happened-in-investing-today-cm797139"	"N"
"Don<U+0092>t Buy Chesapeake Energy Corporation (CHK) Stock. Do This Instead."	"InvestorPlace Stock Market News Stock Advice amp Trading Tips Chesapeake Energy Corporation NYSE CHK stoc k is now trading at around 5 a share while in 2014 the stock changed hands for 30 a share Some might think CHK stock is a bargain"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/gg65wLj37i0/dont-buy-chesapeake-energy-corporation-chk-stock-do-this-instead-cm797102"	"N"
"Exxon shareholders approve climate impact report in win for activists"	"Exxon Mobil Corp's (XOM.N) chief executive said on Wednesday the company would reconsider how it communicates the risks its faces from climate change after shareholders approved a measure calling for increased transparency.  The non-binding proposal passed with 62 percent of ballots cast in a rare defeat for Exxon's management, which had recommended a vote against the measure.  The results likely reflected a shift in how big shareholders voted on the measure, as the same proposal last year received only 38.1 percent of shares voted."	"https://finance.yahoo.com/news/exxon-steps-efforts-sway-shareholders-040711436.html?.tsrc=rss"	"N"
"Activists Get Exxon To Address Impact Of Climate Change On Its Business, But It Won't Play Out As They Expect"	"The hope among the activists seems to be: Exxon must now state that climate change policies will suppress oil demand, its stock price will decline and reduce the company<U+393C><U+3E32>s ability to invest in new oil production. The Earth will be saved. But that fundamentally misunderstands the situation."	"http://finance.yahoo.com/r/597a9a29-3b4c-3c82-9e2a-a4a073fc0b99/activists-get-exxon-to-address-impact-of-climate-change-on-its-business?utm_source=yahoo&utm_medium=partner&utm_campaign=yahootix&partner=yahootix&yptr=yahoo&.tsrc=rss"	"N"
"Close Update: Wall Street Defensive as Banking Stocks Stumble"	"Wall Street traded lower on Wednesday with the financial and energy sector inflicting the heaviest losses on the major market averages Soft housing markets data coupled with lowered profit guidance from some of Wall Street s largest banks drove the banking sector of the S amp P 500 nearly"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/kccyXaDcIZk/close-update-wall-street-defensive-as-banking-stocks-stumble-cm797119"	"N"
"Potential Winners and Losers from Trump's Paris Climate Accord Exit"	"According to the latest reports U S President Donald Trump is set to withdraw from the Paris climate accord within days Despite opposition to this move from some within his administration most notably Secretary of State and former CEO of ExxonMobil Corporation NYSE XOM"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/WTpH_UcIYy0/potential-winners-and-losers-from-trumps-paris-climate-accord-exit-cm797110"	"N"
"Trump to announce decision on Paris climate pact Thursday"	"WASHINGTON (AP) <U+0097> President Donald Trump says he will announce his decision on whether to pull the United States out of the Paris climate accord during a Rose Garden event Thursday afternoon."	"http://finance.yahoo.com/r/b2591e45-a25b-335c-b69a-58bed6c1b8db/white-house-official-trump-plans-pull-us-paris-130157808.html?.tsrc=rss"	"N"
"Exxon Suffers Stinging Defeat On Shareholder Climate Resolution"	"ExxonMobil ( XOM ) tried to beat back a move from shareholders to press the company to disclose its vulnerabilities to climate change and climate regulation, but it failed. At its annual meeting on May 31, shareholders passed a climate resolution with a vote of 62 percent in favor.  Exxon became the second major oil"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Nu4TnAWVGPc/exxon-suffers-stinging-defeat-on-shareholder-climate-resolution-cm797244"	"N"
"[$$] Exxon Shareholders Pressure Company on Climate Risks"	"Exxon Mobile shareholders delivered a major rebuke to the oil giant, calling for the company to share more information about how climate change and regulations could impact its operations."	"http://finance.yahoo.com/r/962e74f2-8f31-3c19-88a3-88bac06aea70/exxon-shareholders-pressure-company-on-climate-risks-1496250039?mod=yahoo_hs&yptr=yahoo&.tsrc=rss"	"N"
"Not Even Elon Musk Could Convince Donald Trump To Stay In The Paris Climate Accords"	"Multiple press outlets reported Wednesday that President Donald Trump is expected to withdraw the United States from the 2015 Paris Climate Accords. Environmental activists, politicians and business leaders ..."	"https://finance.yahoo.com/news/not-even-elon-musk-could-184147522.html?.tsrc=rss"	"N"
"Trump abandoning global climate pact? Decision 'very soon'"	"U.S. allies around the world sounded alarms Wednesday as President Donald Trump seemed close to pulling the United States out of the landmark Paris climate accord. Trump himself kept everyone in suspense ..."	"https://finance.yahoo.com/news/white-house-official-trump-plans-pull-us-paris-130157808.html?.tsrc=rss"	"N"
"[$$] Exxon Shareholders Pressure Company on Climate Risks"	"Exxon Mobil shareholders delivered a major rebuke to the oil giant, calling for the company to share more information about how climate change and regulations could impact its operations."	"http://finance.yahoo.com/r/962e74f2-8f31-3c19-88a3-88bac06aea70/exxon-shareholders-pressure-company-on-climate-risks-1496250039?ru=yahoo?mod=yahoo_itp&yptr=yahoo&.tsrc=rss"	"N"
"5 Dividend Stocks That Pay Out Over $5 Billion a Year"	"These stocks pay a total of more than $45 billion to shareholders each year."	"http://finance.yahoo.com/r/ef2382c5-f7c4-3ce4-b0b8-c68a56a9d244/5-dividend-stocks-that-pay-out-over-5-billion-a-ye.aspx?yptr=yahoo&.tsrc=rss"	"N"
"Stock Market News for May 31, 2017"	"Benchmarks finished in the red on Tuesday dragged down primarily by energy shares Investors raised doubts whether OPEC and non OPEC players including Russia will be able to implement an effective production cut policy to stabilize the global crude market Meanwhile investors remained focused"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/EvL8Y8a_FfE/stock-market-news-for-may-31-2017-cm796885"	"N"
"Exxon shareholders approve measure on climate-change repo..."	"Exxon shareholders vote to approve climate-change report despite corporate opposition."	"https://finance.yahoo.com/video/exxon-shareholders-approve-measure-climate-191900835.html?.tsrc=rss"	"N"
"Exxon vote shows Wall Street diverging from Trump on climate change"	"Major investors put U.S. industry on notice on Wednesday that climate change matters, even as reports emerged that President Donald Trump plans to withdraw the United States from an international pact to fight global warming.  A number of large institutional fund firms including BlackRock Inc, the world's largest asset manager, supported a shareholder resolution calling on Exxon Mobil Corp (XOM.N) to share more information about how new technologies and climate change regulations could impact the business of the world's largest publicly traded oil company.  The proposal won the support of 62.3 percent of votes cast."	"https://finance.yahoo.com/news/exxon-vote-shows-wall-street-225553167.html?.tsrc=rss"	"N"
"Index giant Vanguard may have just done about-face on big investing position: Report"	"According to a report, Vanguard joined other fund investors to vote against Exxon Mobil on climate change, a shareholder activist move rare for Vanguard."	"https://finance.yahoo.com/news/index-giant-vanguard-may-just-190725717.html?.tsrc=rss"	"N"
"Index giant Vanguard may have just done about-face on big investing position: Report"	"According to a report, Vanguard joined other fund investors to vote against Exxon Mobil on climate change, a shareholder activist move rare for Vanguard."	"http://finance.yahoo.com/r/a4d5d77b-6ef0-36b7-a8a5-95b22d7c2a1d/104502137?__source=yahoo%7Cfinance%7Cheadline%7Cheadline%7Cstory&par=yahoo&doc=104502137&yptr=yahoo&.tsrc=rss"	"N"
"Here Are The Key Levels To Watch In Crude Oil"	"Both WTI and Brent crude oil are stuck in the $30 to $60 trading range as volatility continues to drop."	"http://finance.yahoo.com/r/b19e130c-9bce-3a34-9a3f-e10170ac4b8a/here-are-the-key-levels-to-watch-in-crude-oil?utm_source=yahoo&utm_medium=partner&utm_campaign=yahootix&partner=yahootix&yptr=yahoo&.tsrc=rss"	"N"
"Trump&apos;s Paris Exit Could Backfire On U.S. Businesses"	"Trump&apos;s big symbolic stiff-arm to global trading partners may have negative implications for U.S. businesses."	"http://finance.yahoo.com/r/5bf96ca7-b5a7-3893-b721-d95d125575e7/trump-set-to-dump-paris-climate-pact-risking-trade-fallout?src=A00220&yptr=yahoo&.tsrc=rss"	"N"
"Why Russia (And Probably Exxon) Want The U.S. To Lift Economic Sanctions"	"Word that President Donald Trump<U+393C><U+3E32>s son-in-law, Jared Kushner, met with the head of a Russian bank makes now a good time to look at the U.S. economic sanctions meant to punish the Kremlin for its invasion ..."	"https://finance.yahoo.com/news/why-russia-probably-exxon-want-181020518.html?.tsrc=rss"	"N"
"Why I Bought Apache Stock Instead of ExxonMobil"	"On Thursday May 18 I bought shares of oil and gas driller Apache NYSE APA for less than 50 share Before I did I did some analysis on Apache s rival Devon Energy NYSE DVN which had a stellar first quarter performance especially compared to Apache s lackluster Q1"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/VmzuchatQQI/why-i-bought-apache-stock-instead-of-exxonmobil-cm796883"	"N"
"Exxon Mobil, TOTAL Show Interest in Greece Exploration Sites"	"Greece recently received expression of interest from a consortium comprising Exxon Mobil Corporation (XOM), TOTAL SA (TOT) and Hellenic Petroleum for the exploration of oil and gas at two resources located offshore the island of Crete."	"https://finance.yahoo.com/news/exxon-mobil-total-show-interest-134001319.html?.tsrc=rss"	"N"
"ExxonMobil<U+0092>s shareholders force the company to confront climate change head on"	"To stay sane, environmental activists have to live by the mantra, <U+393C><U+3E33>you win some, you lose some.<U+393C><U+3E34> Earlier today (May 31), Reuters and Axios both cited sources saying president Donald Trump will likely pull the US out of the Paris climate agreement. Almost as if to make up for it, on the same day, shareholders<U+383C><U+3E35>"	"http://finance.yahoo.com/r/5c2459f9-0ab2-3d46-ad97-0d52a1ca3561/exxonmobil-xom-vote-shareholders-force-oil-giant-to-publish-reports-about-climate-change-risks-to-its-business?utm_source=YPL&yptr=yahoo&.tsrc=rss"	"N"
"I never imagined a White House 'right of Exxon' on climate, says Larry Summers"	"Former Clinton Treasury Secretary Larry Summers tells CNBC the U.S. would benefit greatly by staying in the Paris climate accord."	"http://finance.yahoo.com/r/9530251b-2b50-3e02-ae25-71aabb3e9b03/104503731?__source=yahoo%7Cfinance%7Cheadline%7Cheadline%7Cstory&par=yahoo&doc=104503731&yptr=yahoo&.tsrc=rss"	"N"
"<U+200B>Exxon shareholders vote to request climate change risk reports"	"A majority of shareholders voted today to require executives of Irving oil giant ExxonMobil to publish a report each year on the long-term risks that climate change poses to the company.  The vote isn't binding, but it marks a defeat for Exxon<U+393C><U+3E32>s board which had urged its largest investors BlackRock and Vanguard to vote against the proposal offered by the New York state pension fund, which owns $957 million worth of shares in the company.  The proposal will require Exxon to publish the assessment beginning next year."	"http://finance.yahoo.com/r/a49147df-465c-397d-8331-4bab0991b3d5/exxon-shareholders-vote-to-require-climate-change.html?ana=yahoo&yptr=yahoo&.tsrc=rss"	"N"
"Oil Prices On A Slippery Slope"	"Vast untapped reserves of oil soon to come on line will lead OPEC to produce more oil than consensus expectations."	"http://finance.yahoo.com/r/feaebd6b-2ad0-3044-b7fa-e5cd91aeafa7/oil-prices-on-a-slippery-slope?utm_source=yahoo&utm_medium=partner&utm_campaign=yahootix&partner=yahootix&yptr=yahoo&.tsrc=rss"	"N"
"[$$] Exxon investors roll board on climate change report"	"Shareholders in ExxonMobil have backed a call for the company to publish an annual assessment of the impact of climate policies on its business despite board opposition, in a sign of large investors' growing ..."	"http://finance.yahoo.com/r/fc8181d3-1628-3e97-a77d-3376ed72d548/d8d177a4-4623-11e7-8519-9f94ee97d996,s01=1.html?ftcamp=traffic/partner/feed_headline/us_yahoo/auddev&yptr=yahoo&.tsrc=rss"	"N"
"5 Dividend Stocks That Pay Out Over $5 Billion a Year"	"With the stock market hovering near all time highs it can be a smart idea to think a little defensively in your portfolio However that doesn t mean you need to give up your growth potential if the market keeps rising Blue chip dividend stocks have historically performed"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/5umdb6eLiOA/5-dividend-stocks-that-pay-out-over-5-billion-a-year-cm797348"	"N"
"Investors press Exxon on disclosure of climate change impact"	"DALLAS (AP) <U+0097> Exxon Mobil shareholders pushed the company on Wednesday to share more information about whether regulations designed to reduce climate change will hurt the oil giant's business."	"http://finance.yahoo.com/r/8de96264-3292-3d37-8ce6-b5a630bef71f/climate-change-among-issues-debated-134418690.html?.tsrc=rss"	"N"
"ExxonMobil Was Just Dealt a 'Watershed' Blow as Climate Change Proposal Wins Majority Backing"	"The surprisingly strong support comes as President Trump contemplates pulling the U.S. out of a major climate accord and as Wall Street investors press ExxonMobil to conduct climate stress tests."	"http://finance.yahoo.com/r/3e261dea-41bb-34ab-84b9-0f796afb2ee8/activist-funds-pressure-exxon-on-buybacks-climate-change.html?puc=yahoo&cm_ven=YAHOO&yptr=yahoo&.tsrc=rss"	"N"
