"data.title"	"data.publication_date"	"data.summary"	"data.url"	"data.ticker"	"data.figi_ticker"	"data.figi"	"result_count"	"page_size"	"current_page"	"total_pages"	"api_call_credits"
"Health Care Sector Update for 06/09/2017: JNJ, PFE, ABT, MRK, AMGN, ENZ, BNTC, SNSS"	"2017-06-09T20:06:40.000+00:00"	"Top Health Care stocks Top Health Care stocks JNJ 0 5 JNJ 0 5 PFE 2 8 PFE 2 8 ABT 0 9 ABT 0 9 MRK 1 9 MRK 1 9 AMGN 1 7 AMGN 1 7 Health care shares were higher ahead of the close of Friday s session Health care shares were higher ahead of the close of Friday s session"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ks246xV8Wt4/health-care-sector-update-for-06092017-jnj-pfe-abt-mrk-amgn-enz-bntc-snss-cm801440"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"19"	"42"	"1"
"Health Care Sector Update for 06/09/2017: JNJ, PFE, ABT, MRK, AMGN, ENDP, LXRX, MBOT"	"2017-06-09T16:46:39.000+00:00"	"Top Health Care stocks Top Health Care stocks JNJ 0 3 JNJ 0 3 PFE 1 4 PFE 1 4 ABT 0 4 ABT 0 4 MRK 1 34 MRK 1 34 AMGN 1 2 AMGN 1 2 Health care shares were higher in mid day trade Friday Health care shares were higher in mid day trade Friday In health care stocks news"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/TWpSwQKYtYk/health-care-sector-update-for-06092017-jnj-pfe-abt-mrk-amgn-endp-lxrx-mbot-cm801320"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"19"	"42"	"1"
"Ex-Dividend Reminder: Thermo Fisher Scientific, Conmed and Merck"	"2017-06-09T16:31:18.000+00:00"	"Looking at the universe of stocks we cover at Dividend Channel on 6 13 17 Thermo Fisher Scientific Inc Symbol TMO Conmed Corp Symbol CNMD and Merck amp Co Inc Symbol MRK will all trade ex dividend for their respective upcoming dividends Thermo Fisher Scientific Inc will pay"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/OJwR12ALMtc/ex-dividend-reminder-thermo-fisher-scientific-conmed-and-merck-cm801288"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Inovio's HPV Immunotherapy Moves to Phase III, Stock Rises"	"2017-06-09T14:31:45.000+00:00"	"Inovio Pharmaceuticals Inc s INO shares rose over 10 after the company initiated a pivotal phase III REVEAL study to evaluate the safety and efficacy of immunotherapy VGX 3100 to treat cervical dysplasia caused by human papillomavirus HPV This phase III study initiation was"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/md2pPWdk7Nw/inovios-hpv-immunotherapy-moves-to-phase-iii-stock-rises-cm801079"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Inovio&apos;s HPV Immunotherapy Moves to Phase III, Stock Rises"	"2017-06-09T12:46:12.000+00:00"	"Inovio Pharmaceuticals, Inc (INO) initiated a pivotal phase III REVEAL study to evaluate the safety and efficacy of immunotherapy, VGX-3100 to treat cervical dysplasia caused by human papillomavirus."	"https://finance.yahoo.com/news/inovio-apos-hpv-immunotherapy-moves-124612852.html?.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Cancer Setback Leaves Bristol-Myers Vulnerable to Takeover"	"2017-06-09T09:00:00.000+00:00"	"At a Chicago convention jammed with thousands of doctors in 2015, a buzz of excitement rippled through the hall as a researcher revealed data showing that a Bristol-Myers Squibb Co. drug cocktail had remarkable ..."	"http://finance.yahoo.com/r/79290f81-09a4-30f7-8a8e-e76f8fa38ec6/cancer-setback-leaves-bristol-myers-vulnerable-to-possible-sale?utm_source=yahoo&utm_medium=bd&utm_campaign=headline&cmpId=yhoo.headline&yptr=yahoo&.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Health Care Sector Update for 06/08/2017: JNJ, PRE, ABT, MRK, AMGN, CHRS, TVTY, AXN"	"2017-06-08T20:06:30.000+00:00"	"Top Health Care stocks Top Health Care stocks JNJ 0 5 JNJ 0 5 PFE 0 6 PFE 0 6 ABT 0 3 ABT 0 3 MRK 1 8 MRK 1 8 AMGN 0 2 AMGN 0 2 Health care shares were mixed ahead of the close of Thursday s session Health care shares were mixed ahead of the close of Thursday s session"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/mrGpxGf06IA/health-care-sector-update-for-06082017-jnj-pre-abt-mrk-amgn-chrs-tvty-axn-cm800846"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Noteworthy Thursday Option Activity: TAP, JPM, MRK"	"2017-06-08T19:26:58.000+00:00"	"Looking at options trading activity among components of the S amp P 500 index there is noteworthy activity today in Molson Coors Brewing Co Symbol TAP where a total volume of 18 229 contracts has been traded thus far today a contract volume which is representative of approximately 1"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/6VgLrRhQyk8/noteworthy-thursday-option-activity-tap-jpm-mrk-cm800802"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"The Best Hep C Drug Stock to Buy in 2017"	"2017-06-08T18:41:00.000+00:00"	"Each drugmaker has unique opportunities, but only one can come out on top."	"http://finance.yahoo.com/r/8b22dc34-a0eb-3073-8d37-36c633667d4b/the-best-hep-c-drug-stock-to-buy-in-2017.aspx?yptr=yahoo&.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Why Is NewLink Genetics Losing One-Third of Its Value Today?"	"2017-06-08T18:28:00.000+00:00"	"Roche Holdings will no longer collaborate with NewLink Genetics on GDC-0919."	"http://finance.yahoo.com/r/944fae62-c670-3b7d-8988-3f319294fd21/why-is-newlink-genetics-losing-one-third-of-its-va.aspx?yptr=yahoo&.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Health Care Select Sector SPDR Fund Experiences Big Outflow"	"2017-06-08T16:28:43.000+00:00"	"Looking today at week over week shares outstanding changes among the universe of ETFs covered at ETF Channel one standout is the Health Care Select Sector SPDR Fund Symbol XLV where we have detected an approximate 57 9 million dollar outflow that s a 0 4 decrease week over week"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/M_JgFUCxso0/health-care-select-sector-spdr-fund-experiences-big-outflow-cm800635"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"InPlay from Briefing.com"	"2017-06-08T15:57:25.000+00:00"	"InPlay from Briefing.com"	"https://finance.yahoo.com/news/inplay-briefing-com-115750752.html?.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Organovo Holdings Still Not Back on Track"	"2017-06-08T15:31:13.000+00:00"	"Organovo Holdings NASDAQ ONVO needed some good news The company which develops 3D bioprinted human tissues for medical research and therapeutic applications has mainly reported not so good surprises lately In February Organovo slashed its fiscal 2017 guidance A couple"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/60-5TN4xuAY/organovo-holdings-still-not-back-on-track-cm800574"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Dow Movers: MRK, JPM"	"2017-06-08T15:30:16.000+00:00"	"In early trading on Thursday shares of JPMorgan Chase JPM topped the list of the day s best performing Dow Jones Industrial Average components trading up 1 2 Year to date JPMorgan Chase has lost about 1 6 of its value And the worst performing Dow component thus far on the day"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/JwmIvt-p2bM/dow-movers-mrk-jpm-cm800556"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Spring Bank Pharmaceuticals' Hepatitis B Results in Context"	"2017-06-08T12:26:13.000+00:00"	"Spring Bank Pharmaceuticals Inc SBPH announced positive initial Phase II results for its new antiviral hepatitis B HBV treatment SB 9200 Shares have recorded all time highs up as much as 28 on the news Spring Bank Pharmaceuticals Inc Spring Bank Pharmaceuticals Inc"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Qg86FEsoP2E/spring-bank-pharmaceuticals-hepatitis-b-results-in-context-cm800407"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"ASCO Was A Bust For Biotech"	"2017-06-07T16:56:00.000+00:00"	"The American Society of Clinical Oncology meeting is one of the most closely watched medical conferences of the year.  The Wall Street Journal’s “Heard on the Street” columnist Charley Grant noted today that this year’s conference, which ended Tuesday, passed “without much of a stir, at least from an investor point of view.” In short, while some individual stocks rose and fell sharply, the broader S&P Biotechnology Select Industry Index essentially hasn’t moved through Tuesday."	"http://finance.yahoo.com/r/178aa1da-6eb2-3749-8f4f-e84b484ddea4/asco-was-a-bust-for-biotech-1496854582?mod=yahoobarrons&ru=yahoo&yptr=yahoo&.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Health Care Sector Update for 06/07/2017: JNJ, PFE, ABT, MRK, AMGN, CALA, ALOG, CERS"	"2017-06-07T16:46:16.000+00:00"	"Top Health Care stocks Top Health Care stocks JNJ 0 1 JNJ 0 1 PFE 0 2 PFE 0 2 ABT 0 1 ABT 0 1 MRK 0 6 MRK 0 6 AMGN 0 9AMGN 0 9 Health care shares were mostly lower in mid day trade Wednesday Health care shares were mostly lower in mid day trade Wednesday In health"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/jZsz3Z8g1Kg/health-care-sector-update-for-06072017-jnj-pfe-abt-mrk-amgn-cala-alog-cers-cm800140"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Merck's Cancer Drug Keytruda Positive in Clinical Studies"	"2017-06-07T00:18:01.000+00:00"	"Merck amp Co Inc MRK announced positive data from a phase III study KEYNOTE 024 evaluating its anti PD 1 therapy Keytruda pembrolizumab for first line treatment of patients with metastatic non small cell lung cancer NSCLC with high levels of PD L1 In Aug 2016 Keytruda"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/UIt4KeuMWh4/mercks-cancer-drug-keytruda-positive-in-clinical-studies-cm799739"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Merck&apos;s Cancer Drug Keytruda Positive in Clinical Studies"	"2017-06-06T21:54:09.000+00:00"	"Merck & Co., Inc. (MRK) announced positive data from a phase III study KEYNOTE-024, evaluating its anti-PD-1 therapy, Keytruda (pembrolizumab) for first-line treatment of patients with metastatic non-small cell lung cancer (NSCLC)."	"https://finance.yahoo.com/news/merck-apos-cancer-drug-keytruda-215409563.html?.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"An Unprecedented FDA Approval Bodes Well for this Drug Stock"	"2017-06-06T21:41:00.000+00:00"	"This drug approval was an important step forward in personalized medicine and marked another win for Merck&apos;s Keytruda."	"http://finance.yahoo.com/r/710dab1b-20fa-3445-9d90-d1b59ce1e891/an-unprecedented-fda-approval-bodes-well-for-share.aspx?yptr=yahoo&.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Health Care Sector Update for 06/06/2017: JNJ, PFE, ABT, MRK, AMGN, NOVT, SNOA, EGLT"	"2017-06-06T20:17:42.000+00:00"	"Top Health Care stocks Top Health Care stocks JNJ 0 4 JNJ 0 4 PFE 0 9 PFE 0 9 ABT 0 4 ABT 0 4 MRK 0 8 MRK 0 8 AMGN 0 1 AMGN 0 1 Most health care shares were on track to close Tuesday s session lower Most health care shares were on track to close Tuesday s session lower"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/dHKVaQM5Fzw/health-care-sector-update-for-06062017-jnj-pfe-abt-mrk-amgn-novt-snoa-eglt-cm799638"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Incyte Provides Updated Data on Cancer Combination Therapies"	"2017-06-06T15:05:51.000+00:00"	"Incyte Corporation INCY along with partner Bristol Myers Squibb Company BMY announced updated data from phase I II study ECHO 204 evaluating Incyte s epacadostat in combination with the latter s immune oncology drug Opdivo for the treatment of squamous cell carcinoma of the head and"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/fQa-Qoi6wi8/incyte-provides-updated-data-on-cancer-combination-therapies-cm799315"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Corporate News Blog - Incyte and Merck Release Phase-1/2 Clinical Trial Data for Epacadostat in Combination with KEYTRUDA(R) for Treatment of NSCLC"	"2017-06-06T12:15:00.000+00:00"	"LONDON, UK / ACCESSWIRE / June 6, 2017 / Pro-Trader Daily takes a look at the latest corporate events and news making the headlines for Incyte Corp. (NASDAQ: INCY ) and Merck & Co., Inc. (NYSE: MRK ). ..."	"https://finance.yahoo.com/news/corporate-news-blog-incyte-merck-121500045.html?.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Bristol-Myers Presents Data on Immuno-Oncology Drug Opdivo"	"2017-06-05T23:01:29.000+00:00"	"Bristol Myers Squibb Company BMY announced that the European Commission EC has approved immuno oncology drug Opdivo for the treatment of locally advanced unresectable or metastatic urothelial carcinoma mUC in adults after failure of prior platinum containing therapy Opdivo is approved"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/yTj6QAVOWsE/bristol-myers-presents-data-on-immuno-oncology-drug-opdivo-cm799033"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Why Array BioPharma Inc. Sank 13.5% in May"	"2017-06-05T23:00:00.000+00:00"	"What happened Shares of Array BioPharma NASDAQ ARRY a clinical stage biotech focused on cancer dropped 13 in May according to data from S amp P Global Market Intelligence The big drop has this Fool scratching his head given all the positive announcements made during"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/F7mJU9O6csI/why-array-biopharma-inc-sank-135-in-may-cm799029"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Dynavax Technologies Corporation (DVAX) Stock Earns a Double-Digit Lift"	"2017-06-05T21:01:12.000+00:00"	"InvestorPlace Stock Market News Stock Advice amp Trading Tips Dynavax Technologies Corporation 160 NASDAQ DVAX opened Monday with a 27 jump from Friday s close The surge in DVAX stock comes on the heels of updated results from its ongoing Phase 1b"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/UwDhZNEL-bA/dynavax-technologies-corporation-dvax-stock-earns-a-double-digit-lift-cm799018"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Health Care Sector Update for 06/05/2017: JNJ, PFE, ABT, MRK, AMGN, NLNK, RDUS, BPMC"	"2017-06-05T20:01:43.000+00:00"	"Top Health Care stocks Top Health Care stocks JNJ 0 1 JNJ 0 1 PFE 0 8 PFE 0 8 ABT 0 2 ABT 0 2 MRK 0 8 MRK 0 8 AMGN 0 9 AMGN 0 9 Health care shares were on track to close Monday s session higher Health care shares were on track to close Monday s session higher In"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/siGngYzEVpA/health-care-sector-update-for-06052017-jnj-pfe-abt-mrk-amgn-nlnk-rdus-bpmc-cm798961"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Here's Why Loxo Oncology Soared as Much as 58.5% Today"	"2017-06-05T19:02:15.000+00:00"	"What happened Shares of Loxo Oncology NASDAQ LOXO soared nearly 59 today after the clinical stage biopharma announced interim data for three clinical trials over the weekend at the American Society of Clinical Oncology s annual meeting which is more commonly referred to"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/pUlPPFF8v98/heres-why-loxo-oncology-soared-as-much-as-585-today-cm798904"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Bristol-Myers Squibb: Value Or Value Trap?"	"2017-06-05T17:59:00.000+00:00"	"It doesn’t look like this year’s ASCO is shaping up well for Bristol-Myers Squibb (BMY).  The stock price has fallen 4.6% in recent market action following a slew of drug trial updates at the annual meeting of cancer researchers.  A lack of clarity of how Opdivo can fare as a first-line treatment for lung cancer."	"http://finance.yahoo.com/r/809b5d29-8e2e-348c-b9e4-a4c2b426b460/bristol-myers-squibb-value-or-value-trap-1496685553?mod=yahoobarrons&ru=yahoo&yptr=yahoo&.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Here&apos;s Why Loxo Oncology Soared as Much as 58.5% Today"	"2017-06-05T17:33:00.000+00:00"	"The company announced interim data for three ongoing cancer trials."	"http://finance.yahoo.com/r/ed113a39-ffc8-3d36-b34c-ff4e018afb5e/heres-why-loxo-oncology-soared-as-much-as-585-toda.aspx?yptr=yahoo&.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Health Care Sector Update for 06/05/2017: JNJ, PFE, ABT, MRK, AMGN, CLSN, MBOT, LOXO"	"2017-06-05T16:40:17.000+00:00"	"Top Health Care stocks Top Health Care stocks JNJ 0 1 JNJ 0 1 PFE 0 8 PFE 0 8 ABT 0 3 ABT 0 3 MRK 1 1 MRK 1 1 AMGN 0 1 AMGN 0 1 Health care shares were mostly higher in mid day trade Monday Health care shares were mostly higher in mid day trade Monday In health"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/rjGBDhdhfMg/health-care-sector-update-for-06052017-jnj-pfe-abt-mrk-amgn-clsn-mbot-loxo-cm798838"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Why Dynavax Technologies Corporation Stock Soared Today"	"2017-06-05T16:17:00.000+00:00"	"A positive ASCO presentation for the experimental T-cell booster SD-101 is pushing Dynavax&apos;s shares higher today."	"http://finance.yahoo.com/r/0e7f4f8d-55c8-35f7-88b0-45a873c60924/why-dynavax-technologies-corporation-stock-soared.aspx?yptr=yahoo&.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"One Put, One Call Option To Know About for Merck"	"2017-06-05T16:02:18.000+00:00"	"Consistently one of the more popular stocks people enter into their stock options watchlist at Stock Options Channel is Merck amp Co Inc Symbol MRK So this week we highlight one interesting put contract and one interesting call contract from the September 2018 expiration for MRK The"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ROeMtLuZ3JY/one-put-one-call-option-to-know-about-for-merck-cm798811"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Incyte Announces Data on Enzyme Inhibitor with Keytruda"	"2017-06-05T15:29:03.000+00:00"	"Incyte Corporation (INCY) and Merck & Co. (MRK) announced an updated data from the advanced non-small cell lung cancer patient cohort of the ongoing phase I/II ECHO-202 study."	"https://finance.yahoo.com/news/incyte-announces-data-enzyme-inhibitor-152903908.html?.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Top Ranked Income Stocks to Buy for June 5th"	"2017-06-05T15:03:03.000+00:00"	"Top Ranked Income Stocks to Buy for June 5th"	"https://finance.yahoo.com/news/top-ranked-income-stocks-buy-150303477.html?.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Why Regeneron Is Quickly Becoming My Top Biotech Stock Pick"	"2017-06-05T14:03:41.000+00:00"	"Regeneron Pharmaceuticals NASDAQ REGN 160 investors have lost a lot of money since 2015 However shares are making back ground after key FDA drug approvals and a number of intriguing drugs in its pipeline have me thinking that there s more room left in this stock to run"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/DsDmn2dopZY/why-regeneron-is-quickly-becoming-my-top-biotech-stock-pick-cm798565"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"The Zacks Analyst Blog Highlights: General Electric, Walt Disney, Merck, Pfizer and Chevron"	"2017-06-05T13:30:01.000+00:00"	"The Zacks Analyst Blog Highlights: General Electric, Walt Disney, Merck, Pfizer and Chevron"	"https://finance.yahoo.com/news/zacks-analyst-blog-highlights-general-133001389.html?.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Merck's Grip on a Hot Cancer-Drug Market May Tighten"	"2017-06-05T13:16:07.000+00:00"	"Its IO combo with Alimta could get a boost if Lilly loses patent protection."	"http://finance.yahoo.com/r/8133db4a-3311-3ed8-a749-b4fca25712c4/eli-lilly-alimta-patent-case-how-merck-wins-if-it-loses?utm_source=yahoo&utm_medium=bd&utm_campaign=headline&cmpId=yhoo.headline&yptr=yahoo&.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Updated Data from KEYNOTE-024 Show Continued Overall Survival Benefit of Merck’s KEYTRUDA® (pembrolizumab) Compared to Chemotherapy in the First-Line Treatment of Patients with Metastatic Non-Small Cell Lung Cancer (NSCLC) with High Levels of PD-L1"	"2017-06-05T11:30:00.000+00:00"	"Merck , known as MSD outside the United States and Canada, today announced updated overall survival findings from KEYNOTE-024, the phase 3 study evaluating KEYTRUDA® , the company’s anti-PD-1 therapy, as a monotherapy compared to platinum-containing chemotherapy in the first-line treatment of patients with advanced non-small cell lung cancer whose tumors express high levels of PD-L1 ."	"https://finance.yahoo.com/news/updated-data-keynote-024-show-113000838.html?.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"New Data From Phase 2 I-SPY 2 TRIAL Shows Improved Outcomes with Combination of Merck’s KEYTRUDA® (pembrolizumab) Plus Standard Neoadjuvant Therapy in Patients with High-Risk Breast Cancer"	"2017-06-05T11:05:00.000+00:00"	"Merck , known as MSD outside the United States and Canada, and QuantumLeap Healthcare Collaborative, today announced results from the Phase 2 I-SPY 2 TRIAL investigating KEYTRUDA® , Merck’s anti-PD-1 therapy, in combination with standard therapy  as a neoadjuvant treatment for patients with locally advanced triple-negative breast cancer or hormone ..."	"https://finance.yahoo.com/news/data-phase-2-spy-2-110500874.html?.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Updated Data from ECHO-202 Trial of Incyte’s Epacadostat in Combination with Merck’s KEYTRUDA® (Pembrolizumab) Demonstrate Clinical Activity across Multiple Tumor Types"	"2017-06-05T11:00:00.000+00:00"	"Incyte Corporation and Merck , known as MSD outside the United States and Canada, today announced that updated data from the ongoing Phase 1/2 ECHO-202 trial evaluating epacadostat, Incyte’s selective IDO1 enzyme inhibitor, in combination with KEYTRUDA® , Merck’s anti-PD-1 therapy, will be highlighted in multiple presentations at the 2017 American Society of Clinical Oncology Annual Meeting in Chicago...."	"https://finance.yahoo.com/news/updated-data-echo-202-trial-110000601.html?.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Merck (MRK) Up 2.3% Since Earnings Report: Can It Continue?"	"2017-06-05T07:26:07.000+00:00"	"Merck (MRK) reported earnings 30 days ago. What&apos;s next for the stock? We take a look at earnings estimates for some clues."	"https://finance.yahoo.com/news/merck-mrk-2-3-since-072607517.html?.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"AMGN Finds New Use For Old Drug, NLNK Disappointed, ECYT Cuts Workforce"	"2017-06-05T02:42:00.000+00:00"	"AMGN Finds New Use For Old Drug, NLNK Disappointed, ECYT Cuts Workforce"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/_X--m_S9v_U/amgn-finds-new-use-for-old-drug-nlnk-disappointed-ecyt-cuts-workforce-20170605-00056"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"New Monotherapy Data for Merck’s KEYTRUDA® (pembrolizumab) in Heavily Pre-Treated Patients with Advanced Gastric Cancer to be Presented at 2017 ASCO Annual Meeting"	"2017-06-04T14:00:00.000+00:00"	"Merck , known as MSD outside the United States and Canada, today announced findings from Cohort 1 of the phase 2 registrational KEYNOTE-059 trial investigating KEYTRUDA® , the company’s anti-PD-1 therapy, as monotherapy in previously-treated patients with advanced gastric or gastroesophageal junction adenocarcinoma."	"https://finance.yahoo.com/news/monotherapy-data-merck-keytruda-pembrolizumab-140000848.html?.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"With More than One-Year Follow-Up, Merck’s KEYTRUDA® (pembrolizumab) Shows Continued Overall Survival Benefit Over Chemotherapy as Second-Line Treatment for Advanced Urothelial Carcinoma Patients Post-Platinum Failure"	"2017-06-04T13:00:00.000+00:00"	"Merck , known as MSD outside the United States and Canada, today announced updated results from KEYNOTE-045 and KEYNOTE-052, two studies investigating KEYTRUDA® , the company’s anti-PD-1 therapy, in certain patients with locally advanced or metastatic urothelial carcinoma, a type of bladder cancer."	"https://finance.yahoo.com/news/more-one-merck-keytruda-pembrolizumab-130000152.html?.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Merck Reports Findings From Cohort 1 Of Phase 2 Registrational KEYNOTE-059 Trial"	"2017-06-04T12:14:00.000+00:00"	"Merck Reports Findings From Cohort 1 Of Phase 2 Registrational KEYNOTE-059 Trial"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/s_Rv7KEg158/merck-reports-findings-from-cohort-1-of-phase-2-registrational-keynote059-trial-20170604-00023"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Zoetis Just Hit an All-Time High: Here's Why the Stock Should Go Higher"	"2017-06-03T17:30:56.000+00:00"	"Zoetis NYSE ZTS stock has more than doubled since the animal health company was spun off from Pfizer in 2013 Roughly half of those gains have come in just the last 12 months So far 2017 is turning out to be the best year yet for Zoetis The stock just hit yet another all"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/C1JmpDrmZUE/zoetis-just-hit-an-all-time-high-heres-why-the-stock-should-go-higher-cm798373"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
"Combination of Incyte’s Epacadostat plus Merck’s KEYTRUDA® (pembrolizumab) Demonstrates Activity in Clinical Trial of Patients with Advanced Non-Small Cell Lung Cancer (NSCLC)"	"2017-06-03T13:00:00.000+00:00"	"Incyte Corporation and Merck , known as MSD outside the United States and Canada, today announced updated data from the advanced non-small cell lung cancer patient cohort of the ongoing Phase 1/2 ECHO-202 trial, evaluating epacadostat, Incyte’s selective IDO1 enzyme inhibitor, in combination with KEYTRUDA® , Merck’s anti-PD-1 therapy."	"https://finance.yahoo.com/news/combination-incyte-epacadostat-plus-merck-130000321.html?.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"20"	"42"	"1"
